TableName;Last_User_Seek;Last_User_Scan;Last_User_Lookup;User_Update;TotalReads
fwkNotificationMessages;NULL;2025-10-26 02:51:48.120;NULL;0;6790
CFN_TB_AdministrativeUnitHdr;2025-10-25 09:55:45.810;2025-10-25 09:55:45.810;2025-10-24 18:10:38.710;0;6015
CFN_TB_MasterValue;2025-10-24 18:12:06.427;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;10;3275
PRS_TB_TaskItem;2025-09-30 16:00:21.300;2025-10-24 18:09:44.850;NULL;0;2077
CFN_TB_EmployeeHdr;2025-10-24 15:17:09.100;2025-10-24 18:12:06.570;2025-10-13 11:12:13.070;5;1954
PRS_TB_HarvestTaskDefinitionDTL;2025-09-30 16:00:21.300;2025-10-24 18:09:44.850;NULL;0;1855
PRS_TB_AllocationHDR;2025-10-24 18:09:44.227;2025-10-24 18:12:06.427;2025-10-24 18:09:44.850;0;1634
CFN_TB_GeneralAllocationHDR;2025-10-24 18:10:38.710;2025-10-25 09:55:45.810;2025-10-24 18:10:04.927;0;1376
fwkRoleMaster;2025-10-14 09:10:22.593;2025-10-24 18:11:33.727;NULL;0;1062
CFN_TB_UOMHDR;2025-10-23 16:38:24.487;2025-10-24 18:09:44.850;NULL;0;1000
PRS_TB_WorkGroupRole;2025-10-21 15:47:23.827;2025-10-24 18:12:06.427;2025-10-24 18:09:44.227;0;916
PRS_TB_LeaveHDR;NULL;2025-10-24 18:12:06.570;NULL;0;826
PRS_TB_PayrollGeneralSetting;NULL;2025-10-24 18:10:01.663;2025-10-24 18:10:04.927;0;825
CFN_TB_GeographicalUnitHDR;2025-10-21 15:47:22.610;2025-10-24 18:10:38.710;NULL;0;735
PRS_TB_CategoryHDR;2025-10-21 15:47:22.930;2025-10-24 18:12:06.427;2025-10-14 09:09:03.350;0;735
PRS_TB_EmployeePositionVRL;2025-10-14 09:09:12.110;2025-10-24 18:12:06.427;NULL;0;653
PRS_TB_WorkGroupDTL;2025-10-13 18:33:56.080;2025-10-24 18:12:06.427;NULL;55;633
fwkUserMaster;2025-10-24 18:11:33.727;2025-10-22 12:10:38.530;NULL;6;624
PRS_TB_WorkGroupHDR;2025-10-21 15:47:22.263;2025-10-24 18:12:06.427;NULL;11;606
CFN_TB_AccountGroup;2025-10-24 18:09:44.850;2025-10-25 01:04:55.700;NULL;0;564
CFN_TB_Account;2025-10-21 15:47:21.810;2025-10-25 01:04:55.700;2025-10-24 18:09:44.850;0;474
PRS_TB_HarvestTaskIncentivePenalty;2025-10-24 18:01:13.357;2025-10-24 18:09:39.850;NULL;0;473
PRS_TB_HarvestTaskDefinition;2025-10-21 15:47:23.400;2025-10-24 18:09:44.850;NULL;0;469
CFN_TB_GeographicalUnitAreaCommodityDTL;NULL;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;0;447
PRS_TB_Designation;NULL;2025-10-24 18:12:06.427;NULL;0;434
CFN_TB_AdministrativeUnitHdr;2025-10-24 18:10:38.710;2025-10-21 15:47:19.200;NULL;0;344
fwkEntityMaster;2025-10-14 09:10:22.593;2025-10-22 12:21:14.310;NULL;0;342
fwkCustomRules;NULL;2025-10-22 12:21:06.060;NULL;0;341
fwkRoleRules;NULL;2025-10-14 09:10:22.593;NULL;0;338
CFN_TB_AnalysisType;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;0;335
fwkSSLControllers;2025-10-13 09:16:18.410;2025-10-22 12:17:28.870;NULL;0;316
CFN_TB_EmployeeFamilyDTL;2025-10-14 09:10:05.057;2025-10-22 12:12:02.180;NULL;0;284
CLC_TB_OPRegistration;NULL;2025-10-24 18:12:06.570;NULL;0;274
PRS_TB_LeaveSchedule;NULL;2025-10-24 18:12:06.570;NULL;0;273
CLC_TB_LeaveCertification;NULL;2025-10-24 18:12:06.570;NULL;0;272
CLC_TB_Clinic;NULL;2025-10-24 18:12:06.570;NULL;0;272
CFN_TB_GeneralAllocationSettingHDR;NULL;2025-10-24 18:10:38.710;NULL;0;252
CFN_TB_GeneralAllocationSettingDTL;NULL;2025-10-24 18:10:38.710;NULL;0;252
CFN_TB_Commodity;NULL;2025-10-24 18:09:39.850;2025-10-14 09:06:40.480;0;249
PRS_TB_HarvestTaskDefinitionSlabDTL;NULL;2025-10-24 18:09:39.850;NULL;0;247
AGR_TB_ABWDetermination;NULL;2025-10-24 18:09:43.130;NULL;0;245
WBR_TB_OP_GeographicalUnitABW;NULL;2025-10-24 18:09:43.130;NULL;0;235
PRS_TB_GeographicalAllocationDTL;NULL;2025-10-24 18:09:43.130;NULL;0;233
CFN_TB_GeneralAllocationHDR;2025-10-24 18:09:43.130;2025-10-22 12:13:28.547;NULL;0;232
CFN_TB_GeographicalUnitSetting;2025-10-21 15:47:21.767;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;10;225
CFN_TB_Asset;2025-10-21 15:47:23.827;2025-10-25 09:55:45.810;2025-10-24 18:09:27.850;0;219
CFN_TB_AnalysisType;2025-10-24 18:10:38.710;NULL;NULL;0;216
CFN_TB_AnalysisCode;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;2025-10-24 18:10:38.710;0;210
PRS_TB_AllocationHDR;2025-10-24 18:09:44.850;NULL;NULL;0;206
CFN_TB_MasterValue;2025-10-24 18:10:38.710;NULL;NULL;0;202
PRS_TB_LeaveBalance;NULL;2025-10-24 18:10:01.663;NULL;0;197
PRS_TB_PayrollGeneralSetting;2025-10-24 18:10:04.927;2025-10-21 15:47:23.917;NULL;0;193
CFN_TB_EntityProperty;2025-10-22 11:47:43.417;2025-10-25 01:04:55.700;2025-10-10 15:37:07.560;0;191
CFN_TB_AssetCategory;2025-10-25 01:04:55.700;2025-10-25 09:55:45.810;2025-10-24 18:10:38.710;0;185
fwkModuleGroupingDTL;NULL;2025-10-22 12:12:59.410;NULL;0;184
PRS_TB_AttendanceHDR;NULL;2025-10-22 12:21:10.800;2025-10-24 18:10:04.927;21;183
fwkGridColumnPropertyMapping;NULL;2025-10-22 12:11:06.600;NULL;0;183
fwkSSLCommonMessages;NULL;2025-10-22 12:12:36.303;NULL;0;175
CFN_TB_MasterValue;2025-10-24 18:09:27.850;2025-10-22 12:16:14.873;NULL;0;169
PRS_TB_EarningHead;2025-10-21 15:47:24.197;2025-10-22 12:19:34.690;NULL;10;157
CFN_TB_MachineryHDR;2025-10-20 07:16:47.283;2025-10-25 01:04:55.700;2025-10-25 09:55:45.810;0;156
PRS_TB_DeductionHDR;2025-10-21 15:47:22.930;2025-10-22 12:17:35.617;2025-10-14 09:07:27.610;0;147
CFN_TB_Branch;2025-10-14 09:10:05.087;2025-10-22 12:17:27.117;2025-10-14 09:07:29.403;0;145
CFN_TB_Bank;2025-10-14 09:10:05.087;2025-10-22 12:09:21.080;2025-10-14 09:07:29.170;0;145
ENG_TB_ServiceScheduleStatus;2025-09-30 16:41:30.900;2025-10-22 12:17:27.217;NULL;6;145
HRM_TB_EmployeeBankDTL;NULL;2025-10-22 12:21:22.180;NULL;0;144
CFN_TB_EmployeeFamilyStatusHistoryDTL;NULL;2025-10-22 12:11:01.070;NULL;0;144
PRS_TB_EmployeeDeductionDTL;NULL;2025-10-22 12:09:09.537;2025-10-14 09:10:05.073;0;143
CFN_TB_EmployeePaymentDTL;NULL;2025-10-22 12:19:17.597;2025-10-14 09:10:05.083;0;142
PRS_TB_EmployeePropertyDTL;NULL;2025-10-22 12:15:10.370;2025-10-14 09:10:05.090;0;142
PRS_TB_EmployeePropertyDTL;NULL;2025-10-21 15:47:23.200;NULL;0;141
fwkSSLControllerDelegateMapping;2025-10-13 09:16:21.653;2025-10-22 12:18:35.870;NULL;0;141
CFN_TB_MasterType;2025-10-24 18:10:38.710;2025-10-22 12:12:39.700;NULL;0;139
CFN_TB_EmployeePaymentDTL;NULL;2025-10-14 09:10:05.083;NULL;0;139
PRS_TB_EmployeeDeductionDTL;NULL;2025-10-14 09:10:05.073;NULL;0;139
CFN_TB_AssetCategory;2025-10-24 18:10:38.710;2025-10-21 15:47:22.427;NULL;0;138
CFN_TB_MasterType;2025-10-13 10:46:34.750;2025-10-22 12:12:39.710;2025-10-24 18:10:38.710;10;136
fwkLocaleMaster;2025-10-14 09:09:56.480;2025-10-22 12:12:55.787;NULL;0;133
ENG_TB_MachineryRunningHDR;2025-09-30 16:41:31.333;2025-10-22 12:20:54.220;NULL;0;130
ENG_TB_MachineryRunningUnitDTL;NULL;2025-10-22 12:17:28.140;NULL;0;130
fwkFormControls;2025-10-13 09:16:18.383;2025-10-22 12:19:35.370;NULL;0;126
GAWAI_TB_WorkgroupAtt_Upkeep;NULL;2025-10-22 12:19:57.833;NULL;52;123
fwkAttributeMaster;2025-10-11 08:29:26.943;2025-10-22 12:21:02.670;NULL;0;117
PRS_TB_AttendanceDTL;2025-10-14 09:10:22.077;2025-10-22 12:20:06.613;2025-10-24 18:10:04.927;21;114
NUR_TB_StageTransitionHDR;2025-10-09 11:43:12.227;2025-10-22 12:16:41.347;NULL;0;111
CFN_TB_AnalysisCode;2025-10-24 18:10:38.710;2025-10-21 15:47:20.850;NULL;0;110
CFN_TB_Account;2025-10-24 18:09:44.850;2025-10-22 12:21:02.740;NULL;0;107
CFN_TB_Asset;2025-10-24 18:09:27.850;2025-10-21 15:47:20.320;NULL;0;105
PRS_TB_WorkGroupRole;2025-10-24 18:09:44.227;NULL;NULL;0;103
PRS_TB_LeaveEligibilityDTL;NULL;2025-10-22 12:11:20.823;2025-10-24 18:09:29.413;0;103
PRS_TB_LeaveEligibilitySlabDTL;NULL;2025-10-24 18:09:29.413;NULL;0;103
PRS_TB_AttendanceDTL;2025-10-24 18:10:04.927;2025-10-21 15:47:25.577;NULL;21;99
PRS_TB_HolidayRestDayExemptionDtl;NULL;2025-10-22 12:19:31.617;2025-10-24 18:10:04.630;0;99
PRS_TB_LeaveEligibilityDTL;2025-10-24 18:09:29.413;NULL;NULL;0;98
CFN_TB_GeneralAllocationHDR;NULL;2025-10-24 18:10:04.927;NULL;0;97
PRS_TB_HolidayRestDayExemptionDtl;2025-10-24 18:10:04.630;NULL;NULL;0;96
NUR_TB_NurseryOpeningStock;NULL;2025-10-22 12:15:08.130;NULL;0;96
PRS_TB_AttendanceHDR;2025-10-24 18:10:04.927;NULL;NULL;21;96
NUR_TB_NurseryOpeningStockHDR;2025-10-09 11:43:12.203;2025-10-22 12:17:25.313;NULL;0;94
NUR_TB_TransferHDR;2025-10-09 11:43:12.220;2025-10-22 12:08:45.967;NULL;0;93
PRS_TB_AttendanceHDR;2025-10-24 15:17:09.100;2025-10-21 15:47:26.097;NULL;21;87
CFN_TB_ItemClass;2025-10-23 16:38:24.487;2025-10-24 18:10:38.710;2025-10-09 10:52:12.453;0;86
fwkSecuredDataGridConfig;NULL;2025-10-22 12:10:32.007;NULL;0;84
CFN_TB_VariableGeneralAllocationDTL;NULL;2025-10-24 18:10:38.710;NULL;0;80
fwkContextMaster;NULL;2025-10-24 15:17:09.140;NULL;0;76
NUR_TB_TransferTarget;NULL;2025-10-22 12:09:05.887;NULL;0;71
fwkRegExpMaster;NULL;2025-10-22 12:12:02.547;NULL;0;71
fwkFormController;NULL;2025-10-22 12:19:12.570;NULL;0;70
NUR_TB_NurseryIssueHDR;2025-10-09 11:43:12.250;2025-10-22 12:15:50.310;NULL;0;69
CFN_TB_EntityDisplaySetting;NULL;2025-10-22 12:14:46.480;NULL;0;69
NUR_TB_PlantingHDR;2025-10-09 11:43:12.210;2025-10-22 12:18:56.867;NULL;0;66
fwkRegExAttributes;NULL;2025-10-22 12:14:40.573;NULL;0;66
NUR_TB_PlantingDTL;NULL;2025-10-22 12:13:17.260;NULL;0;65
fwkRoleObjectPermissions;NULL;2025-10-13 11:12:14.817;NULL;0;61
CFN_TB_GeneralAllocationModuleLinkDTL;NULL;2025-10-24 18:10:38.710;NULL;0;55
GAWAI_TB_DailyAtt_Upkeep;NULL;2025-10-22 12:20:07.467;NULL;14;55
CFN_TB_AssetProperty;NULL;2025-10-25 01:04:55.700;NULL;0;53
NUR_TB_GrowthStageHDR;2025-10-09 11:42:59.473;2025-10-22 12:20:15.213;NULL;0;51
FLT_TB_RunningLogRunningUnitDTL;NULL;2025-10-25 09:55:45.810;NULL;0;49
NUR_TB_NurseryHDR;2025-10-09 11:49:28.090;2025-10-22 12:16:26.890;NULL;0;49
CFN_TB_ReportParameters;NULL;2025-10-23 16:59:53.657;NULL;147;48
CFN_TB_Project;2025-10-09 11:49:26.157;2025-10-24 18:10:38.710;NULL;0;47
FLT_TB_RunningLogHDR;NULL;2025-10-25 09:55:45.810;NULL;0;46
NUR_TB_CullingHDR;2025-10-09 11:43:12.237;2025-10-22 12:13:00.873;NULL;0;45
NUR_TB_NurseryIssueDTL;2025-10-09 11:43:12.250;2025-10-22 12:10:49.457;NULL;0;45
NUR_TB_StageTransitionDTL;NULL;2025-10-22 12:12:26.690;NULL;0;44
CFN_TB_CropMenuRelation;NULL;2025-10-22 12:16:29.930;NULL;0;44
fwkColumnStyleControllerDelegateMapping;NULL;2025-10-22 12:19:57.477;NULL;0;44
NUR_TB_NurseryIssueQuantityDTL;NULL;2025-10-22 12:19:25.763;NULL;0;44
NUR_TB_StageTransitionBedDTL;NULL;2025-10-22 12:13:11.820;NULL;0;44
NUR_TB_CullingDTL;NULL;2025-10-22 12:20:58.783;NULL;0;44
fwkColumnEventMapping;NULL;2025-10-22 12:20:38.757;NULL;0;42
NUR_TB_ArrivalHDR;NULL;2025-10-22 12:21:22.447;NULL;0;42
fwkGridColumnStyles;NULL;2025-10-22 12:13:18.357;NULL;0;40
fwkEntityStateType;NULL;2025-10-22 12:12:59.650;NULL;0;39
PRS_TB_EmployeeVehicleAllocationHDR;2025-10-20 07:16:47.283;2025-10-22 12:17:24.800;2025-10-25 09:55:45.810;0;38
PRS_TB_EmployeeVehicleAllocationDTL;NULL;2025-10-22 12:14:57.830;2025-10-25 09:55:45.810;0;38
CFN_TB_GeneralAllocationHDR;NULL;2025-10-24 18:10:38.710;NULL;0;38
fwkEntityStateToStateTypeLink;NULL;2025-10-22 12:13:28.000;NULL;0;37
AnalysisTableForSorting;NULL;2025-10-22 12:19:08.850;NULL;0;37
fwkEntityStates;NULL;2025-10-22 12:12:35.437;NULL;0;37
fwkMenuLocalisation;NULL;2025-10-22 12:16:53.730;NULL;0;36
CFN_TB_GeographicalUnitSetting;2025-10-24 18:10:38.710;NULL;NULL;10;36
CFN_TB_GeographicalUnitAreaCommodityDTL;2025-10-24 18:10:38.710;NULL;NULL;0;36
AGR_TB_CensusScheduleDTL;NULL;2025-10-23 14:52:23.270;NULL;0;35
AGR_TB_TreeCensus;NULL;2025-10-23 14:52:23.270;NULL;0;35
WBR_TB_Vehicle;NULL;2025-10-25 09:55:45.810;NULL;0;33
fwkFormControlProperties;2025-10-13 09:16:18.383;2025-10-22 12:16:11.827;NULL;0;33
CFN_TB_OperatorHelper;NULL;2025-10-22 12:14:45.417;NULL;0;32
WBR_TB_Material;NULL;2025-10-25 09:55:45.810;NULL;0;30
BUD_TB_Budget;2025-10-15 13:40:43.913;2025-10-22 12:15:10.983;NULL;0;30
PRS_TB_AllocationHDR;2025-10-24 15:17:09.147;2025-10-22 12:19:19.717;NULL;0;30
CFN_TB_Expression;2025-10-21 15:47:22.930;2025-10-22 12:18:37.320;NULL;10;29
INV_BARAGUD_SIRDTL;NULL;2025-10-22 12:18:45.813;NULL;0;29
ENG_TB_UnitSettings;2025-09-30 16:41:28.047;2025-10-22 12:15:47.663;2025-09-30 17:22:03.057;4;28
NUR_TB_ArrivalDTL;NULL;2025-10-22 12:16:51.103;NULL;0;28
BudgetLink;NULL;2025-10-22 12:16:55.830;NULL;8;28
CFN_TB_MachineryHDR;2025-10-25 09:55:45.810;2025-10-21 15:47:24.903;NULL;0;27
WBR_TB_VehicleCategoryMaterialDTL;NULL;2025-10-22 12:21:22.217;2025-10-25 09:55:45.810;0;27
CFN_TB_AdministrativeUnitSetting;NULL;2025-10-22 12:12:03.930;NULL;10;27
CFN_TB_AdministrativeUnitHdr;NULL;2025-10-22 12:08:45.033;NULL;0;27
NUR_TB_NurseryBed;NULL;2025-10-22 12:12:01.803;NULL;0;26
CFN_TB_ItemHDR;2025-10-23 16:59:53.650;2025-10-22 12:37:42.207;2025-10-10 15:37:29.783;0;26
INV_TB_GRNHDR;2025-10-23 16:59:53.657;2025-10-22 12:16:28.657;NULL;0;26
NUR_TB_Batch;2025-10-09 11:43:05.090;2025-10-22 12:11:43.090;NULL;0;26
BudgetSumry;NULL;2025-10-22 12:21:26.640;NULL;0;25
ENG_TB_EngineeringJobRequestHDR;2025-09-30 16:45:51.247;2025-10-22 12:11:05.737;2025-09-30 17:23:58.970;0;25
PRS_TB_TransmittalSlipDTL;NULL;2025-10-22 12:19:25.380;NULL;40;25
fwkCATConfigurationSettings;NULL;2025-10-22 12:13:01.023;NULL;20;25
WBR_TB_VehicleCategoryMaterialDTL;2025-10-25 09:55:45.810;2025-10-10 10:47:25.860;NULL;0;25
fwkModuleGroupingHDR;NULL;2025-10-22 12:14:45.533;NULL;0;24
PRS_TB_EmployeeVehicleAllocationHDR;2025-10-25 09:55:45.810;NULL;NULL;0;24
NUR_TB_TransferSource;NULL;2025-10-22 12:10:50.753;NULL;0;24
CFN_TB_EmployeeHdr;2025-10-13 11:12:13.070;2025-10-22 12:16:32.653;NULL;5;24
PRS_TB_EmployeeVehicleAllocationDTL;2025-10-25 09:55:45.810;NULL;NULL;0;24
InstallFlag;NULL;2025-10-14 09:06:42.890;NULL;10;23
HSAP_TB_PROJECT;NULL;2025-10-22 12:13:19.260;NULL;0;22
BUD_TB_BudgetInputType;2025-10-15 13:40:43.913;2025-10-22 12:11:20.707;2025-10-15 13:40:43.913;0;22
CFN_TB_AnalysisCodeSetting;NULL;2025-10-22 12:13:18.193;NULL;0;22
fwkSSLControllerProperties;NULL;2025-10-22 12:18:24.250;NULL;0;22
fwkGlobalFunctionMaster;2025-10-09 10:52:07.677;2025-10-22 12:09:30.473;NULL;0;22
GAWAI_TB_WeighmentHDR;NULL;2025-10-22 12:10:02.490;NULL;0;22
AGR_TB_PestDisease;2025-10-11 08:30:35.320;2025-10-22 12:08:56.727;NULL;1;21
fwkLocalizedInitData;NULL;2025-10-22 12:19:16.620;NULL;0;21
WBR_TB_OperatorHelperDTL;NULL;2025-10-22 12:10:49.183;NULL;0;21
fwkControlEvents;NULL;2025-10-22 12:21:17.730;NULL;0;21
CFN_TB_GeneralAllocationDTL;NULL;2025-10-24 15:17:09.213;NULL;0;21
fwkRoleObjectAccess;NULL;2025-10-14 09:06:48.313;NULL;0;21
fwkContextEntities;NULL;2025-10-14 09:09:56.870;NULL;0;21
fwkRoleAttribute;NULL;2025-10-10 10:46:06.920;NULL;0;21
HSAP_TB_COSTCENTER_TBM_GCx;NULL;2025-10-22 12:11:14.253;NULL;0;20
HSAP_TB_COSTCENTER_TBM;NULL;2025-10-22 12:10:32.143;NULL;0;20
HSAP_TB_PROJECT_UPL;NULL;2025-10-22 12:15:11.583;NULL;0;20
HSAP_TB_COSTCENTER_TBM_GC;NULL;2025-10-22 12:11:12.147;NULL;0;20
HSAP_TB_COSTCENTER_TBM_UPL;NULL;2025-10-22 12:11:15.753;NULL;0;20
INV_BARAGUD_GRNHDR;NULL;2025-10-22 12:18:51.013;NULL;0;20
INV_BARAGUD_GRNDTL;NULL;2025-10-22 12:18:58.277;NULL;0;20
CFN_TB_Address;2025-09-30 15:58:41.917;2025-10-22 12:16:11.443;NULL;0;20
CFN_TB_PartyHDR;2025-10-23 16:59:53.657;2025-10-22 12:20:44.447;NULL;0;19
NUR_TB_NurseryIssueRequisitionHDR;NULL;2025-10-22 12:19:16.127;NULL;0;19
INV_TB_LPOHDR;2025-10-23 16:59:53.657;2025-10-22 12:15:06.487;NULL;0;19
ENG_TB_JobItemHDR;2025-09-30 16:45:51.257;2025-10-22 12:10:34.283;NULL;0;19
INV_BARAGUD_SIRHDR;NULL;2025-10-22 12:18:35.343;NULL;0;19
CFN_TB_SequenceCategory;NULL;2025-10-22 12:09:09.720;NULL;10;18
EmployeeTransferPromotion;NULL;2025-10-22 12:20:58.093;NULL;0;18
fwkUserProfileDtl;NULL;2025-10-22 12:10:25.490;NULL;0;18
INV_TB_GRNItemDTL;2025-10-23 16:59:53.650;2025-10-23 16:38:30.270;NULL;0;18
HRM_TB_EmployeePersonalVRL;NULL;2025-10-22 12:21:04.207;2025-10-02 18:42:27.590;0;18
CFN_TB_AddressHistory;NULL;2025-10-22 12:16:14.400;NULL;0;18
INV_TB_GoodsReturnHDR;2025-10-23 16:59:53.657;2025-10-22 12:13:18.307;NULL;0;17
INV_TB_ItemIssueHDR;2025-10-23 16:38:30.563;2025-10-22 12:10:09.727;NULL;0;17
CFN_TB_Company;2025-10-14 09:06:42.823;2025-10-22 12:10:34.190;NULL;0;17
ENG_TB_ServiceScheduleHDR;2025-09-30 16:45:51.253;2025-10-22 12:10:57.200;NULL;0;17
BUD_TB_TransportWorkSheetDefinitionColumnDTL;2025-10-15 11:25:24.710;2025-10-22 12:18:47.000;NULL;2;16
INV_TB_ItemIssueDTL;2025-10-10 15:37:29.783;2025-10-23 16:38:30.563;NULL;0;16
WBR_TB_Setting;NULL;2025-10-22 12:14:37.070;NULL;0;16
INV_BARAGUD_StockTakeDTL;NULL;2025-10-22 12:17:27.103;NULL;0;16
CFN_TB_PrinterFeature;NULL;2025-10-22 12:16:37.217;NULL;10;16
WBR_TB_WeighmentHDRHistory;NULL;2025-10-22 12:19:29.063;NULL;0;16
BUD_TB_WorkSheetDefinitionHDR;2025-10-15 11:25:24.403;2025-10-22 12:17:30.800;2025-10-15 13:40:43.913;0;16
INV_TB_AdjustmentHDR;2025-10-23 16:38:25.113;2025-10-22 12:10:50.000;NULL;0;16
INV_BARAGUD_StockTakeHDR;NULL;2025-10-22 12:17:25.300;NULL;0;16
PRS_TB_TaxWorkSheetDTL;NULL;2025-10-22 12:16:26.490;NULL;10;16
fwkDownLoadableFiles;NULL;2025-10-22 12:10:44.837;NULL;0;15
CFN_TB_Group;2025-10-14 09:06:42.823;2025-10-22 12:08:48.053;NULL;0;15
INV_TB_AdjustmentDTL;NULL;2025-10-23 16:38:25.113;NULL;0;15
HSAP_ExploitationTable_CC;NULL;2025-10-22 12:11:12.207;NULL;0;15
CFN_TB_ExpressionHistory;NULL;2025-10-22 12:18:54.343;NULL;0;15
INV_TB_MaterialRequestHDR;NULL;2025-10-23 15:11:31.290;NULL;0;15
BARAGUD_T_INV_Mapping_DB;NULL;2025-10-22 12:13:24.570;NULL;0;15
HSAP_ExploitationTable;NULL;2025-10-22 12:20:07.690;NULL;0;15
HSAP_TrialBalFinOp;NULL;2025-10-22 12:13:19.897;NULL;0;15
GL_TB_AccountingFiscalPeriodDTL;2025-10-15 13:40:43.913;2025-10-22 12:13:28.200;NULL;0;15
INV_TB_StoreHDR;2025-10-23 16:38:24.487;2025-10-23 15:23:32.923;NULL;0;15
AreaPlanted_CC;NULL;2025-10-22 12:12:39.587;NULL;0;14
CFN_TB_MasterValue;2025-10-02 18:42:32.760;2025-10-21 15:47:23.630;NULL;10;14
BUD_TB_FieldOperationDTL;NULL;2025-10-22 12:17:27.927;NULL;4;14
CFN_TB_CommonEntities;NULL;2025-10-22 12:11:12.000;NULL;0;14
ENG_TB_JobCardHDR;2025-09-30 16:45:51.277;2025-10-22 12:16:51.647;NULL;0;14
BUD_TB_WorksheetDefinitionColumnDTL;2025-10-15 11:25:24.403;2025-10-22 12:12:05.337;2025-10-15 13:40:43.913;2;14
fwkCSNAuditTrail;2025-10-13 10:46:13.990;2025-10-22 12:09:56.740;NULL;5;14
BUD_TB_BudgetInputDTL;NULL;2025-10-22 12:16:36.883;2025-10-15 13:40:43.913;2;14
fwkSecuredDataGridConfigHistory;NULL;2025-10-22 12:10:43.777;NULL;0;14
WBR_TB_WeighmentHDR;NULL;2025-10-22 12:19:22.363;NULL;0;14
UCNT_TB_ContractHDR;NULL;2025-10-22 12:19:31.440;NULL;0;14
AreaPlanted;NULL;2025-10-22 12:21:26.860;NULL;0;14
BUD_TB_WorkSheetDefinitionHDR;2025-10-15 13:40:43.913;NULL;NULL;0;14
fwkCATCommands;NULL;2025-10-22 12:12:34.883;NULL;0;14
fwkSamplesSuppliersHistory;NULL;2025-10-22 12:16:44.553;NULL;0;13
UCNT_TB_ContractHDRHistory;NULL;2025-10-22 12:19:36.320;NULL;0;13
BUD_TB_BudgetInputHDR;2025-10-15 13:40:43.913;2025-10-22 12:11:15.147;2025-10-15 11:25:21.767;0;13
FFB_TB_SocfindoDispatchNoteHDR;NULL;2025-10-22 12:18:54.183;NULL;0;13
fwkParameterMaster;NULL;2025-10-22 12:16:10.597;2025-10-09 10:52:07.097;0;13
fwkSamplesSuppliers;NULL;2025-10-22 12:16:36.193;NULL;0;13
NUR_TB_ArrivalHDRHistory;NULL;2025-10-22 12:08:42.177;NULL;0;13
BUD_TB_TransportWorkSheetDefinitionHDR;2025-10-15 11:25:24.710;2025-10-22 12:21:06.417;2025-10-15 13:40:43.913;0;13
BUD_TB_FieldOperationHDR;2025-10-15 13:40:43.913;2025-10-22 12:19:57.653;NULL;0;13
CLC_TB_CLCAddress;NULL;2025-10-22 12:19:05.070;NULL;0;13
fwkSSLControllersHistory;NULL;2025-10-22 12:17:32.840;NULL;0;13
EST_T_ProductDispatch;NULL;2025-10-22 12:12:21.667;NULL;0;13
APAR_TB_CreditDebitNoteHDR;2025-10-15 11:24:21.897;2025-10-22 12:20:39.813;NULL;0;13
CLC_TB_CLCAddressHistory;NULL;2025-10-22 12:19:12.363;NULL;0;13
CFN_TB_AssetHistory;NULL;2025-10-22 12:10:39.207;NULL;0;13
INV_TB_GRNPOMRDTL;NULL;2025-10-23 16:59:53.657;NULL;0;13
fwkGlobalFunctionMasterHistory;NULL;2025-10-22 12:09:59.970;NULL;0;13
fwkCATEntityMappingsDTL;NULL;2025-10-22 12:12:56.550;NULL;0;13
fwkDefaultFormat;NULL;2025-10-22 12:16:30.503;NULL;0;13
fwkSamplesCustomers;NULL;2025-10-22 12:08:47.467;NULL;0;13
fwkSamplesEmployee;NULL;2025-10-22 12:20:56.600;NULL;0;13
FFB_TB_SocfindoDispatchNoteHDRHistory;NULL;2025-10-22 12:19:02.897;NULL;0;13
PRS_TB_TaxWorkSheetHDR;NULL;2025-10-22 12:10:57.343;NULL;0;13
fwkSamplesEmployeeHistory;NULL;2025-10-22 12:21:01.620;NULL;0;13
fwkSamplesCustomersHistory;NULL;2025-10-22 12:08:55.940;NULL;0;13
APAR_TB_PayableInvoiceHDR;2025-10-15 11:24:21.897;2025-10-22 12:21:22.943;NULL;0;13
fwkSettings;NULL;2025-10-22 12:10:31.817;NULL;0;13
HRM_TB_ResumeHDRHistory;NULL;2025-10-22 12:13:09.027;NULL;0;13
INV_TB_GoodsReturnDTL;NULL;2025-10-23 16:59:53.650;NULL;0;12
INV_TB_PurchaseRequestHDR;NULL;2025-10-22 12:18:35.527;NULL;0;12
BUD_TB_TransportWorksheetMonthDTL;2025-10-15 13:40:43.913;2025-10-22 12:18:37.217;NULL;1;12
APAR_TB_AdvancePaymentRequestHDR;NULL;2025-10-22 12:19:10.913;NULL;0;12
GL_TB_AccountingUnitHDR;2025-10-09 11:49:28.180;2025-10-22 12:20:43.623;NULL;0;12
fwkCSNTemplate;NULL;2025-10-22 12:19:08.443;2025-10-13 10:46:13.870;0;12
fwkCATMenus;NULL;2025-10-22 12:13:22.180;NULL;0;12
CFN_TB_Commodity;NULL;2025-10-22 12:19:37.633;NULL;0;12
tempVoucherDTLforcancelledvoucherrpt;NULL;2025-10-22 12:10:26.443;NULL;0;12
